date,year,indicator,value,units,source
2019-02-01,2019,"New Active Carriers Added to MCMIS: Total New Active Carriers Added, New For-hire Carriers Added, New Private Carriers Added",6314,Number of new active carriers,Federal Motor Carrier Safety Administration's Motor Carrier Management Information System (MCMIS)
2019-02-01,2019,Number of Non-Farm Truck Transportation Employees  in Thousands (Seasonally Adjusted),1530.3,Number of employees (thousands),U.S. Bureau of Labor Statistics - Current Employment Statistics (CES)
2019-02-01,2019,Number of Rail Transportation Employees in Thousands (Seasonally Adjusted),181.6,Number of employees (thousands),U.S. Bureau of Labor Statistics - Current Employment Statistics (CES)
2019-02-01,2019,Number of Warehousing and Storage Employees in Thousands (Seasonally Adjusted),1178.6,Number of employees (thousands),U.S. Bureau of Labor Statistics - Current Employment Statistics (CES)
2019-02-01,2019,Personal Consumption Expenditures in Billions of $: Durable Goods,1472.8,Billions of dollars,"U.S. Bureau of Economic Analysis, Personal Consumption Expenditures: Durable Goods"
2019-02-01,2019,Planning Time Index at Port of Los Angeles-Long Beach by Time of Day,5.28,PTI,FHWA National Performance Management Research Data Set (NPMRDS)
2019-02-01,2019,Planning Time Index at Port of Los Angeles-Long Beach by Time of Day,4.26,PTI,FHWA National Performance Management Research Data Set (NPMRDS)
2019-02-01,2019,Planning Time Index at Port of Los Angeles-Long Beach by Time of Day,4.1,PTI,FHWA National Performance Management Research Data Set (NPMRDS)
2019-02-01,2019,"Producer Price Index: Diesel Fuel, Seasonally Adjusted",223,Index (1982=100),"U.S. Bureau of Labor Statistics, Producer Price Index by Commodity: Fuels and Related Products and Power: No. 2 Diesel Fuel"
2019-02-01,2019,"Producer Price Index for Trucking (Dec. 2003=100): General Freight, Specialized Freight",134.5,Index (Dec. 2003=100),"U.S. Bureau of Labor Statistics, Producer Price Index by Industry"
2019-02-01,2019,"Producer Price Index for Trucking (Dec. 2003=100): General Freight, Specialized Freight",152.2,Index (Dec. 2003=100),"U.S. Bureau of Labor Statistics, Producer Price Index by Industry"
2019-02-01,2019,PTI Around Port of Los Angeles-Long Beach,4.49,PTI,FHWA National Performance Management Research Data Set (NPMRDS)
2019-02-01,2019,PTI Around Port of New York-New Jersey,4.07,PTI,FHWA National Performance Management Research Data Set (NPMRDS)
2019-02-01,2019,Total Business: Inventory to Sales Ratio,1.41,Inventories to sales ratio,"U.S. Census Bureau, Total Business: Inventories to Sales Ratio"
2019-02-01,2019,U.S. Goods Imports Indexed (Feb. 2020 = 100),105.175196649,Index (Feb 2020=100),"U.S. Census Bureau, Seasonally Adjusted Real Imports by Principal End-use Category"
2019-02-01,2019,U.S. Goods Imports in Millions of $ (Nominal),209281.382239977,Millions of dollars (nominal),"U.S. Census Bureau and U.S. Bureau of Economic Analysis, U.S. Imports of Goods by Customs Basis from World"
2019-02-01,2019,"Vehicle Miles Traveled VMT, VMT seasonally adjusted",231791,Vehicle miles traveled,"VMT unadjusted: Office of Highway Policy Information, FHWA VMT seasonally adjusted U.S. Department of Transportation, Bureau of Transportation Statistics (BTS) calculation from U.S. Department of Transportation, Federal Highways Administration, Traffic Volumes and Trends"
2019-02-01,2019,"Vehicle Miles Traveled VMT, VMT seasonally adjusted",272141,Vehicle miles traveled,"VMT unadjusted: Office of Highway Policy Information, FHWA VMT seasonally adjusted U.S. Department of Transportation, Bureau of Transportation Statistics (BTS) calculation from U.S. Department of Transportation, Federal Highways Administration, Traffic Volumes and Trends"
2019-02-02,2019,U.S. Class I Containers on Rail Flat Cars,244101,Containers on rail flat cars,Surface Transportation Board (STB)
2019-02-02,2019,U.S. Class I Rail Intermodal Units,266078,Intermodals,Surface Transportation Board (STB)
2019-02-02,2019,U.S. Class I Total Rail Non-Intermodal Carloads,265520,Carloads,Surface Transportation Board (STB)
2019-02-02,2019,U.S. Class I Trailers on a Rail Flat Car,21977,Trailers on rail flat car,Surface Transportation Board (STB)
2019-02-03,2019,Capacity of Containerships Calling at U.S. Ports (in TEUs),2055851,TEUs,MARAD Office of Policy and Plans analysis of CBP VMS data
2019-02-03,2019,Truck Spot Rates in $ per Mile by Truck Type,1.611,Dollars per mile,DAT Freight and Analytics
2019-02-03,2019,Truck Spot Rates in $ per Mile by Truck Type,1.988,Dollars per mile,DAT Freight and Analytics
2019-02-03,2019,Truck Spot Rates in $ per Mile by Truck Type,1.909,Dollars per mile,DAT Freight and Analytics
2019-02-04,2019,U.S. Diesel Sales Prices  (in Dollars per Gallon),2.966,"Weighted average based on sampling of approximately 350 retail outlets, as reported for the week ending Monday.","U.S. Energy Information Administration, US Diesel Sales Price Not Seasonally Adjusted"
2019-02-05,2019,Downbound Grain Barge Rates,10.99,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-02-05,2019,Downbound Grain Barge Rates,17.94,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-02-05,2019,Downbound Grain Barge Rates,20.88,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-02-05,2019,Downbound Grain Barge Rates,17.06,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-02-05,2019,Downbound Grain Barge Rates,,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-02-05,2019,Downbound Grain Barge Rates,13.67,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-02-05,2019,Downbound Grain Barge Rates,,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-02-09,2019,U.S. Class I Containers on Rail Flat Cars,263929,Containers on rail flat cars,Surface Transportation Board (STB)
2019-02-09,2019,U.S. Class I Rail Intermodal Units,289719,Intermodals,Surface Transportation Board (STB)
2019-02-09,2019,U.S. Class I Total Rail Non-Intermodal Carloads,268194,Carloads,Surface Transportation Board (STB)
2019-02-09,2019,U.S. Class I Trailers on a Rail Flat Car,25790,Trailers on rail flat car,Surface Transportation Board (STB)
2019-02-10,2019,Capacity of Containerships Calling at U.S. Ports (in TEUs),1932959,TEUs,MARAD Office of Policy and Plans analysis of CBP VMS data
2019-02-10,2019,Truck Spot Rates in $ per Mile by Truck Type,1.611,Dollars per mile,DAT Freight and Analytics
2019-02-10,2019,Truck Spot Rates in $ per Mile by Truck Type,1.996,Dollars per mile,DAT Freight and Analytics
2019-02-10,2019,Truck Spot Rates in $ per Mile by Truck Type,1.904,Dollars per mile,DAT Freight and Analytics
2019-02-11,2019,U.S. Diesel Sales Prices  (in Dollars per Gallon),2.966,"Weighted average based on sampling of approximately 350 retail outlets, as reported for the week ending Monday.","U.S. Energy Information Administration, US Diesel Sales Price Not Seasonally Adjusted"
2019-02-12,2019,Downbound Grain Barge Rates,12.56,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-02-12,2019,Downbound Grain Barge Rates,25.21,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-02-12,2019,Downbound Grain Barge Rates,24.94,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-02-12,2019,Downbound Grain Barge Rates,23.97,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-02-12,2019,Downbound Grain Barge Rates,,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-02-12,2019,Downbound Grain Barge Rates,17.46,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-02-12,2019,Downbound Grain Barge Rates,,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-02-16,2019,U.S. Class I Containers on Rail Flat Cars,259706,Containers on rail flat cars,Surface Transportation Board (STB)
2019-02-16,2019,U.S. Class I Rail Intermodal Units,284776,Intermodals,Surface Transportation Board (STB)
2019-02-16,2019,U.S. Class I Total Rail Non-Intermodal Carloads,277378,Carloads,Surface Transportation Board (STB)
2019-02-16,2019,U.S. Class I Trailers on a Rail Flat Car,25070,Trailers on rail flat car,Surface Transportation Board (STB)
2019-02-17,2019,Capacity of Containerships Calling at U.S. Ports (in TEUs),1892674,TEUs,MARAD Office of Policy and Plans analysis of CBP VMS data
2019-02-17,2019,Truck Spot Rates in $ per Mile by Truck Type,1.596,Dollars per mile,DAT Freight and Analytics
2019-02-17,2019,Truck Spot Rates in $ per Mile by Truck Type,1.979,Dollars per mile,DAT Freight and Analytics
2019-02-17,2019,Truck Spot Rates in $ per Mile by Truck Type,1.875,Dollars per mile,DAT Freight and Analytics
2019-02-18,2019,U.S. Diesel Sales Prices  (in Dollars per Gallon),3.006,"Weighted average based on sampling of approximately 350 retail outlets, as reported for the week ending Monday.","U.S. Energy Information Administration, US Diesel Sales Price Not Seasonally Adjusted"
2019-02-19,2019,Downbound Grain Barge Rates,12.82,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-02-19,2019,Downbound Grain Barge Rates,22.51,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-02-19,2019,Downbound Grain Barge Rates,24.36,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-02-19,2019,Downbound Grain Barge Rates,21.93,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-02-19,2019,Downbound Grain Barge Rates,,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-02-19,2019,Downbound Grain Barge Rates,17.62,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-02-19,2019,Downbound Grain Barge Rates,,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-02-23,2019,U.S. Class I Containers on Rail Flat Cars,253101,Containers on rail flat cars,Surface Transportation Board (STB)
2019-02-23,2019,U.S. Class I Rail Intermodal Units,277373,Intermodals,Surface Transportation Board (STB)
2019-02-23,2019,U.S. Class I Total Rail Non-Intermodal Carloads,283899,Carloads,Surface Transportation Board (STB)
2019-02-23,2019,U.S. Class I Trailers on a Rail Flat Car,24272,Trailers on rail flat car,Surface Transportation Board (STB)
2019-02-24,2019,Capacity of Containerships Calling at U.S. Ports (in TEUs),1742513,TEUs,MARAD Office of Policy and Plans analysis of CBP VMS data
2019-02-24,2019,Truck Spot Rates in $ per Mile by Truck Type,1.582,Dollars per mile,DAT Freight and Analytics
2019-02-24,2019,Truck Spot Rates in $ per Mile by Truck Type,1.968,Dollars per mile,DAT Freight and Analytics
2019-02-24,2019,Truck Spot Rates in $ per Mile by Truck Type,1.866,Dollars per mile,DAT Freight and Analytics
2019-02-25,2019,U.S. Diesel Sales Prices  (in Dollars per Gallon),3.048,"Weighted average based on sampling of approximately 350 retail outlets, as reported for the week ending Monday.","U.S. Energy Information Administration, US Diesel Sales Price Not Seasonally Adjusted"
2019-02-26,2019,Downbound Grain Barge Rates,13.09,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-02-26,2019,Downbound Grain Barge Rates,,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-02-26,2019,Downbound Grain Barge Rates,27.84,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-02-26,2019,Downbound Grain Barge Rates,,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-02-26,2019,Downbound Grain Barge Rates,,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-02-26,2019,Downbound Grain Barge Rates,18.29,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-02-26,2019,Downbound Grain Barge Rates,,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-03-01,2019,Average Planning Time Index at 10 Bottleneck Locations,7.617,PTI,FHWA National Performance Management Research Data Set (NPMRDS)
2019-03-01,2019,Average Truck Speed in MPH Around Port of Los Angeles-Long Beach,19.3,MPH,FHWA National Performance Management Research Data Set (NPMRDS)
2019-03-01,2019,Average Truck Speed in MPH Around Port of Los Angeles-Long Beach by Time of Day,18.83,MPH,FHWA National Performance Management Research Data Set (NPMRDS)
2019-03-01,2019,Average Truck Speed in MPH Around Port of Los Angeles-Long Beach by Time of Day,20.68,MPH,FHWA National Performance Management Research Data Set (NPMRDS)
2019-03-01,2019,Average Truck Speed in MPH Around Port of Los Angeles-Long Beach by Time of Day,18.43,MPH,FHWA National Performance Management Research Data Set (NPMRDS)
2019-03-01,2019,Average Truck Speed in MPH Around Port of New York-New Jersey,17.92,MPH,FHWA National Performance Management Research Data Set (NPMRDS)
2019-03-01,2019,Average Truck Speed in MPH at 10 Bottleneck Locations,20.99,MPH,FHWA National Performance Management Research Data Set (NPMRDS)
2019-03-01,2019,Containerized Exports at U.S. Ports in TEUs,1228800.42,TEUs,MARAD Office of Policy and Plans analysis of IHS Markit PIERS data
2019-03-01,2019,Containerized Imports at U.S. Ports in TEUs,1867494.66,TEUs,MARAD Office of Policy and Plans analysis of IHS Markit PIERS data
2019-03-01,2019,Empty Export Containers at Select U.S. Ports in TEUs,52437,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2019-03-01,2019,Empty Export Containers at Select U.S. Ports in TEUs,37439,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
